Latitude (decimal degrees):	51.496
Longitude (decimal degrees):	10.808
Elevation (m):	177
Radiation database:	PVGIS-SARAH2


Slope: 30 deg. 
Azimuth: 4 deg. 
time,G(i),H_sun,T2m,WS10m,Int
20200301:0210,0.0,0.0,3.96,4.83,0.0
20200301:0310,0.0,0.0,3.88,4.76,0.0
20200301:0410,0.0,0.0,4.09,4.97,0.0
20200301:0510,0.0,0.0,4.35,5.1,0.0
20200301:0610,0.0,0.0,3.9,5.03,0.0
20200301:0710,31.22,9.23,4.7,5.24,0.0
20200301:0810,280.91,17.21,5.41,5.45,0.0
20200301:0910,280.8,23.83,6.44,5.52,0.0
20200301:1010,327.95,28.53,7.46,6.41,0.0
20200301:1110,43.52,30.78,8.07,6.34,0.0
20200301:1210,539.39,30.26,8.4,6.14,0.0
20200301:1310,287.87,27.04,7.99,6.41,0.0
20200301:1410,409.6,21.55,8.23,6.34,0.0
20200301:1510,380.81,14.36,8.02,5.31,0.0
20200301:1610,158.68,6.01,7.65,4.07,0.0
20200301:1710,0.0,0.0,6.62,3.24,0.0
20200301:1810,0.0,0.0,6.13,2.9,0.0
20200301:1910,0.0,0.0,5.76,2.21,0.0
20200301:2010,0.0,0.0,5.14,2.07,0.0
20200301:2110,0.0,0.0,4.79,2.07,0.0
20200301:2210,0.0,0.0,4.81,2.55,0.0
20200301:2310,0.0,0.0,5.01,3.72,0.0
20200302:0010,0.0,0.0,5.35,4.28,0.0
20200302:0110,0.0,0.0,5.59,4.21,0.0
20200302:0210,0.0,0.0,5.6,4.55,0.0
20200302:0310,0.0,0.0,5.06,4.48,0.0
20200302:0410,0.0,0.0,4.35,4.62,0.0
20200302:0510,0.0,0.0,3.57,4.62,0.0
20200302:0610,0.0,0.0,3.09,4.14,0.0
20200302:0710,227.21,9.57,2.97,3.72,0.0
20200302:0810,448.79,17.56,3.34,4.21,0.0
20200302:0910,694.54,24.2,3.92,4.62,0.0
20200302:1010,564.04,28.91,5.06,3.45,0.0
20200302:1110,868.68,31.16,6.2,2.76,0.0
20200302:1210,832.5,30.63,7.12,2.97,0.0
20200302:1310,790.06,27.39,7.97,2.97,0.0
20200302:1410,660.87,21.88,8.38,3.03,0.0
20200302:1510,146.63,14.66,8.42,3.38,0.0
20200302:1610,68.9,6.29,7.77,2.62,0.0
20200302:1710,0.0,0.0,6.79,2.41,0.0
20200302:1810,0.0,0.0,6.08,2.48,0.0
20200302:1910,0.0,0.0,5.64,2.48,0.0
20200302:2010,0.0,0.0,5.36,2.07,0.0
20200302:2110,0.0,0.0,5.06,1.59,0.0
20200302:2210,0.0,0.0,4.55,1.31,0.0
20200302:2310,0.0,0.0,4.07,1.17,0.0
20200303:0010,0.0,0.0,3.67,1.17,0.0
20200303:0110,0.0,0.0,3.43,1.17,0.0
20200303:0210,0.0,0.0,3.42,1.31,0.0
20200303:0310,0.0,0.0,3.64,1.66,0.0
20200303:0410,0.0,0.0,3.79,2.21,0.0
20200303:0510,0.0,0.0,3.91,2.69,0.0
20200303:0610,0.0,0.0,3.89,3.38,0.0
20200303:0710,89.05,9.91,3.84,3.72,0.0
20200303:0810,164.89,17.92,3.58,3.66,0.0
20200303:0910,221.1,24.57,3.47,3.93,0.0
20200303:1010,439.78,29.3,3.84,5.93,0.0
20200303:1110,535.15,31.55,5.18,5.93,0.0
20200303:1210,402.52,31.0,6.13,5.52,0.0
20200303:1310,764.34,27.74,6.69,4.83,0.0
20200303:1410,485.64,22.2,6.62,4.14,0.0
20200303:1510,212.03,14.96,6.31,3.79,0.0
20200303:1610,102.02,6.57,5.82,2.83,0.0
20200303:1710,0.0,0.0,4.65,2.07,0.0
20200303:1810,0.0,0.0,3.32,2.0,0.0
20200303:1910,0.0,0.0,2.33,2.41,0.0
20200303:2010,0.0,0.0,1.68,2.55,0.0
20200303:2110,0.0,0.0,1.28,2.41,0.0
20200303:2210,0.0,0.0,0.52,2.34,0.0
20200303:2310,0.0,0.0,-0.08,2.34,0.0
20200304:0010,0.0,0.0,-0.51,2.28,0.0
20200304:0110,0.0,0.0,-0.94,2.28,0.0
20200304:0210,0.0,0.0,-1.35,2.21,0.0
20200304:0310,0.0,0.0,-1.63,2.14,0.0
20200304:0410,0.0,0.0,-1.82,2.14,0.0
20200304:0510,0.0,0.0,-1.74,2.07,0.0
20200304:0610,0.0,0.0,-1.73,2.14,0.0
20200304:0710,77.97,10.26,-1.2,1.86,0.0
20200304:0810,281.35,18.27,1.6,3.24,0.0
20200304:0910,261.79,24.95,3.03,4.0,0.0
20200304:1010,175.94,29.68,4.17,4.34,0.0
20200304:1110,195.84,31.93,4.9,4.41,0.0
20200304:1210,44.46,31.38,5.04,4.34,0.0
20200304:1310,171.45,28.09,5.34,4.0,0.0
20200304:1410,97.44,22.52,5.43,3.66,0.0
20200304:1510,132.58,15.26,5.4,3.52,0.0
20200304:1610,80.64,6.85,5.35,3.31,0.0
20200304:1710,0.0,0.0,4.16,2.41,0.0
20200304:1810,0.0,0.0,2.95,2.28,0.0
20200304:1910,0.0,0.0,2.29,2.28,0.0
20200304:2010,0.0,0.0,1.66,2.14,0.0
20200304:2110,0.0,0.0,1.01,1.93,0.0
20200304:2210,0.0,0.0,0.23,1.93,0.0
20200304:2310,0.0,0.0,-0.42,1.86,0.0
20200305:0010,0.0,0.0,-0.98,1.72,0.0
20200305:0110,0.0,0.0,-0.81,1.38,0.0
20200305:0210,0.0,0.0,-0.96,1.31,0.0
20200305:0310,0.0,0.0,-1.24,1.24,0.0
20200305:0410,0.0,0.0,-1.75,1.24,0.0
20200305:0510,0.0,0.0,-1.47,1.31,0.0
20200305:0610,0.0,0.0,-0.99,1.31,0.0
20200305:0710,67.61,10.6,-0.14,1.17,0.0
20200305:0810,100.27,18.64,2.33,1.79,0.0
20200305:0910,181.72,25.32,3.64,2.62,0.0
20200305:1010,444.71,30.07,4.91,3.17,0.0
20200305:1110,489.28,32.32,6.2,3.72,0.0
20200305:1210,476.86,31.75,7.25,4.55,0.0
20200305:1310,609.7,28.44,7.42,4.28,0.0
20200305:1410,442.73,22.85,7.4,4.0,0.0
20200305:1510,220.47,15.56,7.44,3.86,0.0
20200305:1610,39.71,7.13,6.91,3.31,0.0
20200305:1710,0.0,0.0,6.02,3.17,0.0
20200305:1810,0.0,0.0,5.41,3.38,0.0
20200305:1910,0.0,0.0,5.14,3.31,0.0
20200305:2010,0.0,0.0,4.7,3.59,0.0
20200305:2110,0.0,0.0,4.27,3.86,0.0
20200305:2210,0.0,0.0,3.86,3.72,0.0
20200305:2310,0.0,0.0,3.6,3.38,0.0
20200306:0010,0.0,0.0,3.44,2.83,0.0
20200306:0110,0.0,0.0,3.37,2.41,0.0
20200306:0210,0.0,0.0,3.37,2.28,0.0
20200306:0310,0.0,0.0,3.55,2.28,0.0
20200306:0410,0.0,0.0,3.94,2.28,0.0
20200306:0510,0.0,0.0,4.47,2.21,0.0
20200306:0610,0.0,0.0,5.19,2.76,0.0
20200306:0710,133.85,10.95,5.92,2.97,0.0
20200306:0810,50.14,19.0,6.12,3.31,0.0
20200306:0910,183.46,25.7,6.2,3.17,0.0
20200306:1010,131.49,30.46,6.21,3.38,0.0
20200306:1110,186.29,32.71,6.22,3.66,0.0
20200306:1210,167.41,32.13,6.1,3.38,0.0
20200306:1310,131.49,28.8,6.17,3.24,0.0
20200306:1410,85.14,23.17,6.14,3.66,0.0
20200306:1510,105.24,15.86,5.22,3.72,0.0
20200306:1610,12.3,7.41,3.7,3.86,0.0
20200306:1710,0.0,0.0,2.67,3.59,0.0
20200306:1810,0.0,0.0,2.24,4.07,0.0
20200306:1910,0.0,0.0,2.18,4.0,0.0
20200306:2010,0.0,0.0,2.03,4.07,0.0
20200306:2110,0.0,0.0,2.01,4.34,0.0
20200306:2210,0.0,0.0,1.94,4.34,0.0
20200306:2310,0.0,0.0,1.93,4.28,0.0
20200307:0010,0.0,0.0,1.98,4.14,0.0
20200307:0110,0.0,0.0,2.07,4.62,0.0
20200307:0210,0.0,0.0,2.17,4.28,0.0
20200307:0310,0.0,0.0,2.26,4.14,0.0
20200307:0410,0.0,0.0,2.32,4.14,0.0
20200307:0510,0.0,0.0,2.23,4.41,0.0
20200307:0610,6.62,2.42,2.09,4.07,0.0
20200307:0710,138.51,11.3,2.35,4.21,0.0
20200307:0810,231.54,19.36,2.91,5.03,0.0
20200307:0910,198.48,26.08,3.48,5.45,0.0
20200307:1010,414.76,30.85,4.48,5.38,0.0
20200307:1110,140.0,33.1,5.37,5.24,0.0
20200307:1210,65.27,32.51,5.68,5.03,0.0
20200307:1310,140.0,29.15,6.19,5.24,0.0
20200307:1410,53.92,23.5,6.0,4.9,0.0
20200307:1510,76.62,16.15,5.86,4.48,0.0
20200307:1610,56.13,7.69,5.48,3.52,0.0
20200307:1710,0.0,0.0,4.85,2.62,0.0
20200307:1810,0.0,0.0,4.05,2.14,0.0
20200307:1910,0.0,0.0,3.44,2.0,0.0
20200307:2010,0.0,0.0,3.16,1.86,0.0
20200307:2110,0.0,0.0,2.29,1.86,0.0
20200307:2210,0.0,0.0,1.71,1.86,0.0
20200307:2310,0.0,0.0,1.36,1.86,0.0
20200308:0010,0.0,0.0,0.58,2.07,0.0
20200308:0110,0.0,0.0,-0.12,2.21,0.0
20200308:0210,0.0,0.0,-0.33,2.28,0.0
20200308:0310,0.0,0.0,0.15,2.41,0.0
20200308:0410,0.0,0.0,1.31,2.62,0.0
20200308:0510,0.0,0.0,2.2,2.69,0.0
20200308:0610,4.73,2.76,2.74,2.76,0.0
20200308:0710,52.03,11.66,3.26,2.9,0.0
20200308:0810,54.87,19.73,4.42,3.38,0.0
20200308:0910,318.89,26.46,6.12,4.41,0.0
20200308:1010,410.13,31.24,7.57,4.97,0.0
20200308:1110,716.06,33.5,8.78,5.38,0.0
20200308:1210,409.46,32.88,9.51,5.72,0.0
20200308:1310,515.21,29.5,9.96,5.66,0.0
20200308:1410,518.83,23.82,9.87,5.45,0.0
20200308:1510,153.2,16.45,9.63,4.83,0.0
20200308:1610,34.06,7.97,9.22,4.21,0.0
20200308:1710,0.0,0.0,8.54,3.79,0.0
20200308:1810,0.0,0.0,7.93,3.52,0.0
20200308:1910,0.0,0.0,7.23,3.38,0.0
20200308:2010,0.0,0.0,6.96,3.17,0.0
20200308:2110,0.0,0.0,6.58,3.03,0.0
20200308:2210,0.0,0.0,6.36,2.97,0.0
20200308:2310,0.0,0.0,6.18,3.03,0.0
20200309:0010,0.0,0.0,6.18,3.24,0.0
20200309:0110,0.0,0.0,6.29,3.17,0.0
20200309:0210,0.0,0.0,6.08,3.03,0.0
20200309:0310,0.0,0.0,6.07,2.9,0.0
20200309:0410,0.0,0.0,5.98,2.62,0.0
20200309:0510,0.0,0.0,5.87,2.55,0.0
20200309:0610,2.84,3.11,5.75,2.55,0.0
20200309:0710,56.76,12.01,5.94,2.76,0.0
20200309:0810,122.75,20.1,6.5,3.1,0.0
20200309:0910,223.53,26.85,7.14,3.66,0.0
20200309:1010,278.39,31.64,7.92,4.21,0.0
20200309:1110,122.03,33.89,8.6,4.41,0.0
20200309:1210,512.46,33.26,9.26,4.34,0.0
20200309:1310,367.06,29.85,9.48,4.21,0.0
20200309:1410,507.87,24.14,9.33,3.93,0.0
20200309:1510,134.74,16.75,8.92,3.93,0.0
20200309:1610,178.99,8.25,7.98,2.9,0.0
20200309:1710,0.0,0.0,6.92,2.48,0.0
20200309:1810,0.0,0.0,5.65,2.41,0.0
20200309:1910,0.0,0.0,5.06,2.76,0.0
20200309:2010,0.0,0.0,4.46,2.62,0.0
20200309:2110,0.0,0.0,4.17,2.55,0.0
20200309:2210,0.0,0.0,3.46,2.69,0.0
20200309:2310,0.0,0.0,3.01,2.9,0.0
20200310:0010,0.0,0.0,2.78,3.03,0.0
20200310:0110,0.0,0.0,2.78,3.17,0.0
20200310:0210,0.0,0.0,2.55,3.45,0.0
20200310:0310,0.0,0.0,2.73,3.93,0.0
20200310:0410,0.0,0.0,3.2,4.21,0.0
20200310:0510,0.0,0.0,3.51,4.62,0.0
20200310:0610,14.19,3.46,3.56,5.24,0.0
20200310:0710,47.3,12.37,3.61,5.93,0.0
20200310:0810,181.58,20.47,3.68,6.28,0.0
20200310:0910,105.0,27.23,3.76,6.41,0.0
20200310:1010,150.41,32.03,3.98,6.14,0.0
20200310:1110,175.85,34.29,4.11,5.93,0.0
20200310:1210,240.89,33.64,5.07,5.59,0.0
20200310:1310,148.52,30.21,5.53,5.24,0.0
20200310:1410,109.73,24.47,5.86,5.03,0.0
20200310:1510,65.27,17.05,6.43,5.31,0.0
20200310:1610,50.24,8.53,7.12,5.52,0.0
20200310:1710,0.0,0.0,7.74,5.79,0.0
20200310:1810,0.0,0.0,8.4,6.0,0.0
20200310:1910,0.0,0.0,8.54,6.07,0.0
20200310:2010,0.0,0.0,9.35,6.41,0.0
20200310:2110,0.0,0.0,9.98,6.55,0.0
20200310:2210,0.0,0.0,10.39,6.76,0.0
20200310:2310,0.0,0.0,10.52,6.69,0.0
20200311:0010,0.0,0.0,10.52,6.48,0.0
20200311:0110,0.0,0.0,10.48,6.69,0.0
20200311:0210,0.0,0.0,10.54,7.03,0.0
20200311:0310,0.0,0.0,10.32,6.9,0.0
20200311:0410,0.0,0.0,9.66,5.31,0.0
20200311:0510,0.0,0.0,8.79,4.21,0.0
20200311:0610,11.35,3.81,8.06,3.79,0.0
20200311:0710,103.4,12.73,7.33,3.17,0.0
20200311:0810,75.68,20.84,7.38,2.9,0.0
20200311:0910,108.79,27.62,7.61,2.62,0.0
20200311:1010,140.0,32.43,7.86,2.34,0.0
20200311:1110,403.3,34.68,8.19,2.07,0.0
20200311:1210,280.45,34.02,9.28,3.1,0.0
20200311:1310,379.06,30.56,10.36,4.0,0.0
20200311:1410,294.11,24.79,10.97,5.03,0.0
20200311:1510,125.96,17.34,11.14,3.93,0.0
20200311:1610,35.0,8.81,10.84,3.52,0.0
20200311:1710,0.0,0.0,10.39,4.21,0.0
20200311:1810,0.0,0.0,10.1,4.83,0.0
20200311:1910,0.0,0.0,9.86,3.93,0.0
20200311:2010,0.0,0.0,9.77,4.07,0.0
20200311:2110,0.0,0.0,9.57,4.07,0.0
20200311:2210,0.0,0.0,9.8,4.69,0.0
20200311:2310,0.0,0.0,9.93,5.45,0.0
20200312:0010,0.0,0.0,10.23,6.07,0.0
20200312:0110,0.0,0.0,10.61,6.55,0.0
20200312:0210,0.0,0.0,10.59,6.9,0.0
20200312:0310,0.0,0.0,10.3,6.83,0.0
20200312:0410,0.0,0.0,9.88,6.83,0.0
20200312:0510,0.0,0.0,9.78,6.97,0.0
20200312:0610,17.03,4.16,9.99,7.45,0.0
20200312:0710,115.19,13.09,10.72,8.0,0.0
20200312:0810,52.03,21.21,10.47,8.62,0.0
20200312:0910,156.89,28.0,10.47,8.62,0.0
20200312:1010,75.68,32.83,9.34,7.79,0.0
20200312:1110,330.41,35.08,8.28,6.69,0.0
20200312:1210,931.81,34.4,8.93,7.45,0.0
20200312:1310,879.22,30.91,9.32,7.1,0.0
20200312:1410,705.02,25.11,9.4,6.9,0.0
20200312:1510,476.8,17.64,9.22,6.48,0.0
20200312:1610,205.94,9.08,8.69,5.1,0.0
20200312:1710,0.0,0.0,7.65,4.14,0.0
20200312:1810,0.0,0.0,6.46,3.38,0.0
20200312:1910,0.0,0.0,6.07,3.31,0.0
20200312:2010,0.0,0.0,5.86,3.79,0.0
20200312:2110,0.0,0.0,5.48,3.86,0.0
20200312:2210,0.0,0.0,5.26,4.14,0.0
20200312:2310,0.0,0.0,4.93,4.41,0.0
20200313:0010,0.0,0.0,4.54,4.55,0.0
20200313:0110,0.0,0.0,3.96,4.76,0.0
20200313:0210,0.0,0.0,3.57,4.69,0.0
20200313:0310,0.0,0.0,3.24,4.9,0.0
20200313:0410,0.0,0.0,3.22,5.17,0.0
20200313:0510,0.0,0.0,3.4,5.52,0.0
20200313:0610,17.03,4.51,3.62,5.86,0.0
20200313:0710,126.66,13.45,4.06,6.41,0.0
20200313:0810,329.92,21.59,4.78,6.14,0.0
20200313:0910,169.83,28.39,5.51,8.48,0.0
20200313:1010,802.89,33.23,6.42,8.97,0.0
20200313:1110,579.21,35.48,7.35,8.97,0.0
20200313:1210,53.92,34.78,8.01,8.9,0.0
20200313:1310,114.46,31.26,8.29,7.66,0.0
20200313:1410,93.65,25.43,8.52,7.17,0.0
20200313:1510,120.58,17.93,7.91,7.03,0.0
20200313:1610,12.3,9.36,6.83,6.21,0.0
20200313:1710,0.0,0.0,6.04,4.76,0.0
20200313:1810,0.0,0.0,5.14,4.41,0.0
20200313:1910,0.0,0.0,4.04,4.14,0.0
20200313:2010,0.0,0.0,3.76,3.79,0.0
20200313:2110,0.0,0.0,3.55,3.45,0.0
20200313:2210,0.0,0.0,3.37,2.9,0.0
20200313:2310,0.0,0.0,3.52,2.48,0.0
20200314:0010,0.0,0.0,3.38,2.0,0.0
20200314:0110,0.0,0.0,3.13,1.66,0.0
20200314:0210,0.0,0.0,2.56,1.24,0.0
20200314:0310,0.0,0.0,1.79,0.76,0.0
20200314:0410,0.0,0.0,1.89,0.48,0.0
20200314:0510,0.0,0.0,1.34,0.69,0.0
20200314:0610,26.06,4.87,0.54,0.9,0.0
20200314:0710,312.22,13.81,1.43,0.76,0.0
20200314:0810,437.72,21.96,2.55,1.66,0.0
20200314:0910,693.14,28.78,3.29,1.93,0.0
20200314:1010,928.16,33.63,4.41,2.0,0.0
20200314:1110,921.81,35.87,5.67,2.14,0.0
20200314:1210,880.81,35.16,6.67,2.34,0.0
20200314:1310,810.32,31.62,7.1,2.69,0.0
20200314:1410,675.53,25.75,7.41,2.83,0.0
20200314:1510,456.04,18.23,7.23,2.97,0.0
20200314:1610,218.16,9.64,6.72,2.69,0.0
20200314:1710,0.0,0.0,5.46,2.55,0.0
20200314:1810,0.0,0.0,3.84,2.69,0.0
20200314:1910,0.0,0.0,3.18,2.69,0.0
20200314:2010,0.0,0.0,2.47,2.76,0.0
20200314:2110,0.0,0.0,1.88,2.62,0.0
20200314:2210,0.0,0.0,1.3,2.34,0.0
20200314:2310,0.0,0.0,0.61,2.14,0.0
20200315:0010,0.0,0.0,-0.03,2.07,0.0
20200315:0110,0.0,0.0,-0.4,2.28,0.0
20200315:0210,0.0,0.0,-0.35,2.55,0.0
20200315:0310,0.0,0.0,0.03,2.76,0.0
20200315:0410,0.0,0.0,0.38,2.76,0.0
20200315:0510,0.0,0.0,0.87,2.76,0.0
20200315:0610,31.16,5.22,1.35,2.76,0.0
20200315:0710,283.26,14.18,2.83,2.97,0.0
20200315:0810,503.98,22.34,5.06,3.45,0.0
20200315:0910,702.62,29.17,7.05,4.41,0.0
20200315:1010,843.17,34.03,8.55,4.83,0.0
20200315:1110,886.57,36.27,9.77,5.1,0.0
20200315:1210,940.8,35.54,10.67,5.1,0.0
20200315:1310,766.39,31.97,11.25,4.97,0.0
20200315:1410,640.2,26.07,11.45,4.76,0.0
20200315:1510,472.33,18.52,11.33,4.28,0.0
20200315:1610,214.02,9.91,10.7,3.38,0.0
20200315:1710,0.0,0.0,9.16,2.83,0.0
20200315:1810,0.0,0.0,7.57,2.55,0.0
20200315:1910,0.0,0.0,6.65,2.55,0.0
20200315:2010,0.0,0.0,5.36,2.34,0.0
20200315:2110,0.0,0.0,3.87,2.07,0.0
20200315:2210,0.0,0.0,3.17,1.86,0.0
20200315:2310,0.0,0.0,3.09,1.66,0.0
20200316:0010,0.0,0.0,3.15,1.52,0.0
20200316:0110,0.0,0.0,3.28,1.38,0.0
20200316:0210,0.0,0.0,3.98,1.17,0.0
20200316:0310,0.0,0.0,3.75,1.1,0.0
20200316:0410,0.0,0.0,3.72,0.97,0.0
20200316:0510,0.0,0.0,3.22,0.97,0.0
20200316:0610,74.2,5.58,1.9,1.17,0.0
20200316:0710,296.94,14.54,2.94,1.03,0.0
20200316:0810,515.52,22.72,7.25,1.38,0.0
20200316:0910,698.91,29.57,9.75,2.34,0.0
20200316:1010,890.29,34.43,11.48,2.62,0.0
20200316:1110,931.07,36.67,12.92,2.9,0.0
20200316:1210,891.29,35.92,14.06,2.9,0.0
20200316:1310,831.69,32.32,14.77,2.9,0.0
20200316:1410,581.35,26.39,15.19,3.17,0.0
20200316:1510,496.44,18.81,14.96,2.34,0.0
20200316:1610,208.52,10.18,14.39,1.31,0.0
20200316:1710,0.0,0.0,12.98,0.83,0.0
20200316:1810,0.0,0.0,12.16,0.76,0.0
20200316:1910,0.0,0.0,11.62,0.83,0.0
20200316:2010,0.0,0.0,10.03,1.1,0.0
20200316:2110,0.0,0.0,7.91,1.31,0.0
20200316:2210,0.0,0.0,7.49,1.24,0.0
20200316:2310,0.0,0.0,7.68,1.1,0.0
20200317:0010,0.0,0.0,8.1,0.76,0.0
20200317:0110,0.0,0.0,7.83,0.48,0.0
20200317:0210,0.0,0.0,7.52,0.07,0.0
20200317:0310,0.0,0.0,7.01,0.55,0.0
20200317:0410,0.0,0.0,5.66,1.17,0.0
20200317:0510,0.0,0.0,3.64,1.66,0.0
20200317:0610,31.75,5.93,3.74,1.59,0.0
20200317:0710,182.23,14.91,6.06,1.45,0.0
20200317:0810,298.92,23.1,9.57,1.86,0.0
20200317:0910,307.56,29.96,10.52,2.69,0.0
20200317:1010,900.36,34.83,11.0,2.76,0.0
20200317:1110,992.92,37.07,11.75,2.97,0.0
20200317:1210,813.51,36.3,12.33,3.24,0.0
20200317:1310,871.82,32.67,12.81,3.38,0.0
20200317:1410,710.07,26.71,13.08,3.31,0.0
20200317:1510,479.47,19.1,13.05,3.1,0.0
20200317:1610,229.81,10.46,12.52,2.34,0.0
20200317:1710,0.0,0.0,11.13,2.0,0.0
20200317:1810,0.0,0.0,9.25,2.0,0.0
20200317:1910,0.0,0.0,7.57,1.72,0.0
20200317:2010,0.0,0.0,6.36,1.66,0.0
20200317:2110,0.0,0.0,5.43,1.66,0.0
20200317:2210,0.0,0.0,4.53,1.72,0.0
20200317:2310,0.0,0.0,3.66,1.79,0.0
20200318:0010,0.0,0.0,2.91,1.86,0.0
20200318:0110,0.0,0.0,2.25,1.86,0.0
20200318:0210,0.0,0.0,1.74,2.0,0.0
20200318:0310,0.0,0.0,1.48,2.0,0.0
20200318:0410,0.0,0.0,1.41,2.0,0.0
20200318:0510,0.0,0.0,1.32,2.07,0.0
20200318:0610,85.8,6.29,1.44,2.0,0.0
20200318:0710,329.44,15.27,3.97,1.66,0.0
20200318:0810,524.67,23.47,8.81,2.14,0.0
20200318:0910,757.49,30.35,10.8,3.31,0.0
20200318:1010,921.1,35.23,12.32,3.86,0.0
20200318:1110,972.0,37.47,13.42,4.14,0.0
20200318:1210,973.71,36.68,14.44,4.69,0.0
20200318:1310,868.84,33.02,14.95,4.41,0.0
20200318:1410,691.25,27.03,15.05,4.14,0.0
20200318:1510,470.97,19.39,14.73,3.93,0.0
20200318:1610,227.94,10.73,13.94,3.31,0.0
20200318:1710,0.0,0.0,12.59,3.03,0.0
20200318:1810,0.0,0.0,11.21,2.76,0.0
20200318:1910,0.0,0.0,10.4,2.41,0.0
20200318:2010,0.0,0.0,9.18,2.41,0.0
20200318:2110,0.0,0.0,8.32,2.28,0.0
20200318:2210,0.0,0.0,7.33,2.14,0.0
20200318:2310,0.0,0.0,6.64,1.93,0.0
20200319:0010,0.0,0.0,5.91,1.79,0.0
20200319:0110,0.0,0.0,5.58,1.59,0.0
20200319:0210,0.0,0.0,5.09,1.52,0.0
20200319:0310,0.0,0.0,4.5,1.52,0.0
20200319:0410,0.0,0.0,4.14,1.52,0.0
20200319:0510,0.0,0.0,3.91,1.45,0.0
20200319:0610,83.98,6.65,4.1,1.31,0.0
20200319:0710,312.34,15.64,6.59,0.9,0.0
20200319:0810,521.88,23.85,10.63,1.03,0.0
20200319:0910,752.38,30.74,12.8,1.52,0.0
20200319:1010,896.49,35.63,13.95,2.28,0.0
20200319:1110,465.56,37.87,14.54,2.34,0.0
20200319:1210,880.04,37.06,14.43,1.86,0.0
20200319:1310,605.81,33.37,14.26,1.45,0.0
20200319:1410,661.91,27.34,14.24,1.1,0.0
20200319:1510,466.25,19.68,13.99,0.83,0.0
20200319:1610,235.91,11.0,13.5,0.76,0.0
20200319:1710,0.0,0.0,12.58,1.24,0.0
20200319:1810,0.0,0.0,10.81,1.86,0.0
20200319:1910,0.0,0.0,9.98,2.28,0.0
20200319:2010,0.0,0.0,9.55,2.21,0.0
20200319:2110,0.0,0.0,9.01,2.0,0.0
20200319:2210,0.0,0.0,8.36,1.86,0.0
20200319:2310,0.0,0.0,7.87,1.79,0.0
20200320:0010,0.0,0.0,7.46,1.86,0.0
20200320:0110,0.0,0.0,7.05,1.72,0.0
20200320:0210,0.0,0.0,6.72,1.59,0.0
20200320:0310,0.0,0.0,6.53,1.59,0.0
20200320:0410,0.0,0.0,6.3,1.59,0.0
20200320:0510,0.0,0.0,6.49,1.72,0.0
20200320:0610,35.39,7.01,6.41,1.72,0.0
20200320:0710,87.62,16.0,6.35,2.62,0.0
20200320:0810,106.9,24.23,6.71,2.97,0.0
20200320:0910,138.11,31.14,6.99,3.1,0.0
20200320:1010,95.54,36.04,6.85,3.17,0.0
20200320:1110,53.92,38.27,6.7,2.62,0.0
20200320:1210,52.03,37.44,6.78,3.1,0.0
20200320:1310,110.68,33.72,6.59,3.03,0.0
20200320:1410,66.22,27.66,6.46,3.1,0.0
20200320:1510,42.57,19.97,6.17,3.38,0.0
20200320:1610,17.03,11.27,5.68,3.79,0.0
20200320:1710,0.0,0.0,5.26,3.86,0.0
20200320:1810,0.0,0.0,4.75,3.86,0.0
20200320:1910,0.0,0.0,4.88,3.59,0.0
20200320:2010,0.0,0.0,4.52,3.59,0.0
20200320:2110,0.0,0.0,4.18,3.52,0.0
20200320:2210,0.0,0.0,3.96,3.52,0.0
20200320:2310,0.0,0.0,3.91,3.45,0.0
20200321:0010,0.0,0.0,3.83,3.45,0.0
20200321:0110,0.0,0.0,3.76,3.45,0.0
20200321:0210,0.0,0.0,3.54,3.59,0.0
20200321:0310,0.0,0.0,3.32,3.79,0.0
20200321:0410,0.0,0.0,3.0,4.0,0.0
20200321:0510,0.0,0.0,2.35,4.21,0.0
20200321:0610,40.09,7.37,2.06,4.41,0.0
20200321:0710,231.16,16.37,2.38,5.1,0.0
20200321:0810,518.37,24.61,2.66,5.45,0.0
20200321:0910,740.03,31.53,3.28,5.52,0.0
20200321:1010,278.74,36.44,4.01,5.66,0.0
20200321:1110,157.98,38.67,4.69,5.66,0.0
20200321:1210,220.02,37.82,4.65,5.45,0.0
20200321:1310,316.84,34.06,4.67,5.52,0.0
20200321:1410,115.41,27.97,4.71,5.59,0.0
20200321:1510,196.32,20.26,4.57,5.45,0.0
20200321:1610,90.83,11.54,4.43,5.03,0.0
20200321:1710,7.57,2.32,3.86,4.14,0.0
20200321:1810,0.0,0.0,2.97,3.86,0.0
20200321:1910,0.0,0.0,1.94,4.07,0.0
20200321:2010,0.0,0.0,1.5,4.0,0.0
20200321:2110,0.0,0.0,1.26,4.0,0.0
20200321:2210,0.0,0.0,0.91,4.07,0.0
20200321:2310,0.0,0.0,0.63,4.07,0.0
20200322:0010,0.0,0.0,0.17,4.07,0.0
20200322:0110,0.0,0.0,-0.33,4.0,0.0
20200322:0210,0.0,0.0,-0.8,3.93,0.0
20200322:0310,0.0,0.0,-1.28,3.79,0.0
20200322:0410,0.0,0.0,-1.68,3.66,0.0
20200322:0510,0.0,0.0,-2.04,3.59,0.0
20200322:0610,124.37,7.73,-2.09,3.59,0.0
20200322:0710,375.58,16.74,-1.51,4.07,0.0
20200322:0810,586.77,24.99,-0.33,4.97,0.0
20200322:0910,758.18,31.92,0.79,5.17,0.0
20200322:1010,974.23,36.84,1.75,5.38,0.0
